recipe_title,subcategory,ingredients,directions,num_ingredients,num_steps,est_prep_time_min,est_cook_time_min,dietary_profile,healthiness_score,health_level
Creamy After-Thanksgiving Turkey Soup,Fettuccini,"[""1 turkey carcass"", ""1 cup butter"", ""1 large onion, chopped"", ""2 stalks celery, diced"", ""2 large carrots, diced"", ""1 cup all-purpose flour"", ""2 cups half-and-half"", ""4 ounces fettuccine, broken into 2-inch pieces"", ""¼ cup prepared stuffing, or more to taste"", ""2 teaspoons salt"", ""1 teaspoon chicken bouillon granules"", ""¾ teaspoon ground black pepper"", ""1 pinch poultry seasoning, or to taste""]","[""Place turkey carcass in a large pot or Dutch oven and cover with water. Bring to a boil. Reduce heat to medium, cover, and simmer for 1 hour. Remove carcass and allow to cool. Separate turkey meat from bones. Cut meat into bite-sized pieces; discard bones. Reserve 12 cups turkey broth in a large bowl. Save remaining broth for another use."", ""Melt butter in the same large pot over medium heat; cook and stir onion, celery, and carrots in hot butter until tender, about 5 minutes. Sprinkle with flour; cook and stir until smooth, about 5 minutes. Gradually stir in 4 cups reserved turkey broth. Bring to a boil; cook and stir until thickened, about 2 minutes."", ""Stir in remaining 8 cups turkey broth, turkey meat, half-and-half, fettuccine, stuffing, salt, bouillon, pepper, and poultry seasoning. Reduce heat to medium-low, cover, and simmer until noodles are tender, about 10 minutes more.""]",13,3,31,102,"[""nut_free"", ""halal"", ""kosher""]",64,moderate
Crawfish Fettuccine I,Fettuccini,"[""6 tablespoons butter"", ""1 large onion, chopped"", ""1 green bell pepper, chopped"", ""3 stalks celery, chopped"", ""1 clove garlic, minced"", ""1 tablespoon all-purpose flour"", ""1 pound peeled crawfish tails"", ""1 (8 ounce) package processed cheese food"", ""1 cup half-and-half cream"", ""2 teaspoons Cajun seasoning"", ""1 pinch cayenne pepper, or to taste"", ""1 pound dry fettuccine pasta"", ""½ cup grated Parmesan cheese""]","[""Melt the butter in a large skillet over medium heat. Cook onion, bell pepper, celery, and garlic in butter until onions are tender. Stir in flour, and cook for 5 to 10 minutes, stirring frequently. Stir in crawfish. Cover, and simmer for 15 to 20 minutes, stirring often."", ""Stir in the processed cheese, half-and-half, Cajun seasonings, and cayenne pepper. Cover, and simmer for about 20 minutes, stirring occasionally."", ""Meanwhile, bring a large pot of lightly salted water to a boil. Cook pasta in boiling water for 8 to 10 minutes, or until al dente; drain."", ""Preheat oven to 350 degrees F (175 degrees C). Butter a 9x13 inch baking dish. Stir noodles into crawfish mixture; pour into prepared dish, and sprinkle with Parmesan cheese."", ""Bake in a preheated oven for 20 minutes, or until hot and bubbly.""]",13,5,26,76,"[""nut_free"", ""halal"", ""kosher""]",58,moderate
Chicken Tequila Fettuccini,Fettuccini,"[""1 (16 ounce) package fettuccine pasta"", ""⅓ cup chopped fresh cilantro"", ""2 tablespoons minced garlic"", ""2 tablespoons minced jalapeno peppers"", ""3 tablespoons butter"", ""½ cup chicken stock"", ""3 tablespoons tequila"", ""2 tablespoons fresh lime juice"", ""3 tablespoons soy sauce"", ""1 ¼ pounds skinless, boneless chicken breast halves - cubed"", ""¼ red onion, sliced"", ""1 red bell pepper, thinly sliced"", ""½ yellow bell pepper, thinly sliced"", ""½ green bell pepper, sliced"", ""1 ½ cups heavy whipping cream""]","[""In a medium saucepan, saute the cilantro, garlic and jalapeno pepper in 2 tablespoons of butter or margarine over medium heat for 4 to 5 minutes. Add the stock, tequila and lime juice. Bring the mixture to a boil and cook until reduced to a paste-like consistency. Set aside."", ""Pour soy sauce over the chicken and set aside for 5 minutes. Meanwhile, In a medium sized skillet, saute the onion and the red, green and yellow bell peppers with the remaining tablespoon of butter or margarine, stirring occasionally."", ""Meanwhile, cook fettuccini according to package directions."", ""When the peppers have wilted, add the chicken and soy sauce. Toss and add the reserved tequila/lime paste and cream. Bring to a boil. Gently simmer until chicken is cooked through and sauce is thick. Toss with well drained fettuccini and garnish with cilantro. Serve.""]",15,4,27,39,"[""nut_free"", ""halal"", ""kosher""]",58,moderate
Creamy Pasta Carbonara,Fettuccini,"[""½ pound bacon, cut into small pieces"", ""4 large eggs, at room temperature"", ""¼ cup heavy cream, at room temperature"", ""1 cup grated Parmesan cheese"", ""16 ounces dry fettuccine pasta"", ""¼ cup butter, softened"", ""¼ cup chopped parsley"", ""ground black pepper to taste""]","[""Cook and stir bacon in a large skillet over medium-high heat until evenly browned and crisp, about 10 minutes. Drain on a paper towel-lined plate and set aside."", ""Beat together eggs and cream in a medium bowl until just blended. Stir in Parmesan cheese and set aside."", ""Fill a large pot with lightly salted water and bring to a rolling boil. Cook pasta in boiling water until tender yet firm to the bite, about 8 minutes. Drain and return pasta to the pot."", ""Add softened butter to the pot and toss with pasta until butter is melted. Add bacon and egg-cheese mixture. Stir until the heat of pasta cooks eggs, then garnish with parsley and black pepper to serve.""]",8,4,20,32,"[""nut_free""]",44,unhealthy
Famous Restaurant Alfredo Sauce,Fettuccini,"[""½ cup butter"", ""¾ cup cream cheese"", ""¾ cup half-and-half"", ""1 pinch garlic salt, or to taste"", ""lemon pepper to taste"", ""1 (16 ounce) package dry fettuccine pasta""]","[""Place pasta in a large pot of lightly salted boiling water. Cook until tender, about 8 minutes. Drain."", ""Combine the butter, cream cheese, and half and half in a saucepan. Season with garlic salt and lemon pepper. Bring to a low boil over medium-low heat. Cook, stirring, until thickened slightly. Serve over 12 ounces of pasta.""]",6,2,14,26,"[""nut_free"", ""halal"", ""kosher""]",58,moderate
Crab Alfredo,Fettuccini,"[""8 ounces dried fettucine"", ""3 tablespoons butter"", ""2 cloves garlic, minced"", ""3 tablespoons all-purpose flour"", ""salt and black pepper to taste"", ""½ teaspoon cayenne pepper"", ""2 cups half-and-half"", ""1 (4 ounce) package cream cheese, softened"", ""½ cup grated Parmesan cheese"", ""8 ounces crabmeat, flaked""]","[""Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Keep warm and covered."", ""Meanwhile, melt the butter in a large saucepan over medium heat. Add the minced garlic and cook until garlic releases its aroma, about 2 minutes, being careful not to let the garlic brown. Stir in the flour, salt, pepper, and cayenne pepper. Reduce heat, and cook, stirring constantly for about 2 minutes. Add the half-and-half and stir over medium heat until slightly thickened, about 3 minutes."", ""Add the cream cheese and Parmesan cheese to the sauce and stir until cheeses melt and mixture is smooth. Mix in the crabmeat and continue cooking until crabmeat is heated through, about 3 minutes."", ""Divide the fettucine between 2 plates or bowls and top with the crab sauce.""]",10,4,27,69,"[""nut_free"", ""halal""]",54,moderate
Chicken & Broccoli Alfredo with Fettuccine,Fettuccini,"[""1 tablespoon I Can't Believe It's Not Butter!® Spread"", ""1 ½ pounds boneless, skinless chicken breasts, cut into strips"", ""1 (16 ounce) jar Ragu® Classic Alfredo Sauce"", ""1 (12 ounce) package frozen broccoli florets, thawed"", ""1 (12 ounce) package fettuccine, cooked""]","[""Melt Spread in large nonstick skillet over medium-high heat and cook chicken, in batches if necessary, stirring occasionally, until chicken is thoroughly cooked. Remove chicken and set aside."", ""Stir Sauce and broccoli into same skillet. Bring to a boil over medium-high heat. Reduce heat to low and simmer covered, stirring occasionally, until broccoli is heated through, about 5 minutes. Stir in chicken and cook, stirring occasionally, until heated through, about 2 minutes. Serve over hot fettuccine and sprinkle, if desired, with grated Parmesan cheese.""]",5,2,17,60,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",62,moderate
Lighter Chicken Fettuccine Alfredo,Fettuccini,"[""2 large boneless skinless chicken breasts"", ""2 cups low-sodium chicken broth"", ""4 cloves garlic, minced"", ""ground black pepper to taste"", ""2 cups heavy cream"", ""2 egg yolks"", ""salt to taste"", ""1 pound fettuccine"", ""1 sprig chopped fresh parsley"", ""2 cups freshly grated Parmigiano-Reggiano cheese, divided""]","[""Combine chicken breasts and chicken broth in a saucepan over medium-high heat. Bring to a boil, cover, and reduce heat to low; simmer for 5 minutes. Turn breasts, cover, and simmer another 5 minutes. Remove from heat and let sit with the cover on for 15 minutes."", ""Remove chicken breasts from the broth and set aside to cool, reserving the broth in the saucepan. Once the chicken is cool enough to handle, cut into bite-size slices."", ""Return the chicken broth to medium heat and cook until reduced to 1 cup."", ""Stir garlic, black pepper, and heavy cream into the reduced broth; bring to a simmer and remove from heat."", ""Whisk egg yolks in a bowl until smooth. Beat 1 tablespoon of the warm cream mixture into the eggs until thoroughly incorporated; repeat until about 1/2 cup of the warm cream mixture is used."", ""Whisk the warm cream and egg mixture back into the saucepan with the remaining cream mixture. Cook over medium-low heat, whisking constantly, until the mixture almost comes to a simmer and thickens, about 5 minutes. Season with salt and black pepper to taste."", ""Bring a large pot of lightly salted water to a boil. Cook fettuccine in boiling water, stirring occasionally, until nearly cooked through, about 7 minutes. Drain."", ""Stir parsley, 1 cup of Parmigiano-Reggiano, and cream mixture into the pasta. Remove from heat, cover, and let sit for a few minutes until thick."", ""Fold chicken and 1 cup Parmigiano-Reggiano into the pasta mixture to serve.""]",10,9,36,162,"[""nut_free"", ""halal"", ""kosher""]",60,moderate
Salmon and Spinach Fettuccine,Fettuccini,"[""8 ounces dry fettuccine pasta"", ""¼ cup butter"", ""1 cup milk"", ""1 tablespoon all-purpose flour"", ""1 cup freshly grated Parmesan cheese"", ""½ pound smoked salmon, chopped"", ""1 cup chopped fresh spinach"", ""2 tablespoons capers"", ""¼ cup chopped sun-dried tomatoes"", ""½ cup chopped fresh oregano""]","[""Bring a large pot of lightly salted water to a boil. Add fettuccine, and cook for 11 to 13 minutes or until al dente; drain."", ""In a medium saucepan over medium heat, melt the butter, and blend with milk. Mix in the flour to thicken. Gradually stir in the Parmesan cheese until melted."", ""Crumble salmon into the butter mixture. Stir in the spinach, capers, sun-dried tomatoes, and oregano. Cook and stir about 3 minutes, until heated through. Serve over the cooked pasta.""]",10,3,22,29,"[""nut_free"", ""halal"", ""kosher""]",60,moderate
Aush (Afghani Chili),Fettuccini,"[""1 pound ground beef"", ""1 onion, coarsely chopped"", ""1 (28 ounce) can diced tomatoes, with juice"", ""1 tablespoon minced garlic"", ""1 teaspoon crushed red pepper flakes"", ""1 ½ tablespoons ground cumin"", ""2 teaspoons chili powder"", ""1 ½ tablespoons dried mint"", ""2 tablespoons garam masala"", ""1 (15 ounce) can garbanzo beans (chickpeas), drained"", ""1 (10 ounce) box frozen chopped spinach, thawed and drained"", ""1 (16 ounce) package fettuccine, broken in half"", ""1 cup sour cream""]","[""Brown ground beef in a skillet over medium heat; remove beef with a slotted spoon to a large pot, reserving drippings in the skillet. Cook and stir onion in reserved drippings until golden brown; remove with a slotted spoon and add to beef in the pot. Stir tomatoes with juice, garlic, red pepper, cumin, chili powder, mint, garam masala, garbanzo beans, and spinach into beef mixture; simmer over low heat for 3 to 6 hours."", ""Fill a large pot with lightly salted water and bring to a rolling boil over high heat; stir in fettuccini and return to a boil. Cook pasta uncovered, stirring occasionally, until cooked through but still firm to the bite, about 8 minutes. Drain well; stir pasta into the chili along with sour cream. Serve hot.""]",13,2,27,55,"[""nut_free"", ""halal"", ""kosher""]",84,healthy
"Pasta with Scallops, Zucchini, and Tomatoes",Fettuccini,"[""1 pound dry fettuccine pasta"", ""¼ cup olive oil"", ""3 cloves garlic, minced"", ""2 zucchinis, diced"", ""½ teaspoon salt"", ""½ teaspoon crushed red pepper flakes"", ""1 cup chopped fresh basil"", ""4 roma (plum) tomatoes, chopped"", ""1 pound bay scallops"", ""2 tablespoons grated Parmesan cheese""]","[""Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain."", ""Meanwhile, heat oil in a large skillet; stir in garlic and cook until tender. Add zucchini, salt, and red pepper flakes; sauté for 10 minutes. Stir in chopped tomatoes, bay scallops, and fresh basil; simmer for 5 minutes, or until scallops are opaque."", ""Pour sauce over cooked pasta and serve with grated Parmesan cheese.""]",10,3,19,36,"[""nut_free"", ""halal"", ""kosher""]",78,moderate
Fettuccine Alfredo with Chicken,Fettuccini,"[""½ pound fettuccine, uncooked"", ""cooking spray"", ""1 pound boneless skinless chicken breasts, cut into strips"", ""1 ¼ cups fat-free, reduced-sodium chicken broth"", ""4 teaspoons flour"", ""4 ounces PHILADELPHIA Neufchatel cheese, cubed"", ""3 tablespoons KRAFT Grated Parmesan Cheese, divided"", ""¼ teaspoon garlic powder"", ""¼ teaspoon pepper""]","[""Fill a large pot with lightly salted water and bring to a rolling boil. Cook fettuccine at a boil until tender yet firm to the bite, about 8 minutes. Drain."", ""Meanwhile, heat large nonstick skillet sprayed with cooking spray on medium-high heat. Add chicken; cook, stirring occasionally, until chicken is done, 5 to 7 minutes. Remove from the skillet."", ""Mix broth and flour into the same skillet. Stir in Neufchâtel cheese, 2 tablespoons Parmesan, garlic powder, and pepper; cook, whisking constantly, until mixture boils and thickens, about 2 minutes. Stir in chicken."", ""Place cooked fettuccine in a large serving bowl. Add chicken mixture; toss to coat. Sprinkle with remaining 1 tablespoon Parmesan.""]",9,4,23,42,"[""nut_free"", ""halal"", ""kosher""]",72,moderate
Creamy Ham and Asparagus Fettuccine,Fettuccini,"[""12 ounces dry fettuccini pasta"", ""8 ounces fresh asparagus, trimmed and cut into 2-inch pieces"", ""2 cups heavy cream"", ""½ cup unsalted butter"", ""¾ cup grated Parmesan cheese"", ""¼ teaspoon garlic powder"", ""¼ teaspoon ground black pepper"", ""1 pinch cayenne pepper"", ""8 ounces cooked ham, diced""]","[""Fill a large pot with lightly salted water and bring to a rolling boil. Stir in fettuccini and return to a boil. Cook pasta uncovered, stirring occasionally, until tender yet firm to the bite, 8 to 10 minutes. Stir asparagus into pot during last 5 minutes of cooking; drain and transfer to a large bowl."", ""Meanwhile, heat cream and butter in a medium saucepan over medium heat until begins to bubble; stir in Parmesan, garlic powder, black pepper, and cayenne. Continue cooking until mixture thickens, stirring occasionally. Stir in ham until heated through."", ""Stir sauce into pasta and asparagus; toss until well combined. Serve immediately.""]",9,3,22,24,"[""nut_free""]",48,unhealthy
